timestamp,elapsed_ms,solved,iteration_count
2025-11-27T16:53:55.709491,1.7314,1,-1
2025-11-27T16:53:55.741118,1.5141,1,-1
2025-11-27T16:53:55.773598,1.4016,1,-1
2025-11-27T16:53:55.807430,1.8834,1,-1
2025-11-27T16:53:55.841177,2.1636,1,-1
2025-11-27T16:53:55.874164,1.7709,1,-1
2025-11-27T16:53:55.907348,1.6890,1,-1
2025-11-27T16:53:55.940722,1.8674,1,-1
2025-11-27T16:53:55.975377,2.9227,1,-1
2025-11-27T16:53:56.009338,3.6619,1,-1
2025-11-27T16:53:56.040684,1.7699,1,-1
2025-11-27T16:53:56.073425,1.4931,1,-1
2025-11-27T16:53:56.107031,1.7235,1,-1
2025-11-27T16:53:56.139985,1.4246,1,-1
2025-11-27T16:53:56.173606,1.6310,1,-1
2025-11-27T16:53:56.207032,1.7076,1,-1
2025-11-27T16:53:56.240204,1.3936,1,-1
2025-11-27T16:53:56.273347,1.3803,1,-1
2025-11-27T16:53:56.307062,1.7593,1,-1
2025-11-27T16:53:56.340964,2.1818,1,-1
2025-11-27T16:53:56.374382,2.1886,1,-1
2025-11-27T16:53:56.407389,1.8793,1,-1
2025-11-27T16:53:56.441651,2.8922,1,-1
2025-11-27T16:53:56.474626,2.5866,1,-1
2025-11-27T16:53:56.507033,1.6378,1,-1
2025-11-27T16:53:56.540382,1.5855,1,-1
2025-11-27T16:53:56.573636,1.5354,1,-1
2025-11-27T16:53:56.607137,1.4822,1,-1
2025-11-27T16:53:56.640518,1.4307,1,-1
2025-11-27T16:53:56.674261,1.7939,1,-1
2025-11-27T16:53:56.708741,2.9602,1,-1
2025-11-27T16:53:56.740599,1.4745,1,-1
2025-11-27T16:53:56.774391,2.2361,1,-1
2025-11-27T16:53:56.807159,1.5759,1,-1
2025-11-27T16:53:56.840610,1.7014,1,-1
2025-11-27T16:53:56.874276,1.8091,1,-1
2025-11-27T16:53:56.907399,1.8548,1,-1
2025-11-27T16:53:56.940612,1.4807,1,-1
2025-11-27T16:53:56.975307,2.9140,1,-1
2025-11-27T16:53:57.007985,2.1943,1,-1
2025-11-27T16:53:57.041031,1.9088,1,-1
2025-11-27T16:53:57.073913,1.4092,1,-1
2025-11-27T16:53:57.107348,1.6479,1,-1
2025-11-27T16:53:57.140967,1.8869,1,-1
2025-11-27T16:53:57.174313,1.7669,1,-1
2025-11-27T16:53:57.207353,1.6250,1,-1
2025-11-27T16:53:57.240632,1.6315,1,-1
2025-11-27T16:53:57.274561,2.1241,1,-1
2025-11-27T16:53:57.307095,1.3878,1,-1
2025-11-27T16:53:57.340657,1.6349,1,-1
2025-11-27T16:53:57.374586,2.0506,1,-1
2025-11-27T16:53:57.407406,1.6138,1,-1
2025-11-27T16:53:57.441857,2.6911,1,-1
2025-11-27T16:53:57.475473,2.6348,1,-1
2025-11-27T16:53:57.508432,2.4197,1,-1
2025-11-27T16:53:57.541437,2.1609,1,-1
