timestamp,elapsed_ms,solved,iteration_count
2025-11-27T18:07:22.845519,2.1955,1,-1
2025-11-27T18:07:22.879103,2.3623,1,-1
2025-11-27T18:07:22.910921,2.6522,1,-1
2025-11-27T18:07:22.943175,2.2683,1,-1
2025-11-27T18:07:22.975832,1.8283,1,-1
2025-11-27T18:07:23.008846,1.5350,1,-1
2025-11-27T18:07:23.042509,1.8243,1,-1
2025-11-27T18:07:23.076544,2.4722,1,-1
2025-11-27T18:07:23.110778,3.2170,1,-1
2025-11-27T18:07:23.143614,2.8522,1,-1
2025-11-27T18:07:23.176385,2.2445,1,-1
2025-11-27T18:07:23.209075,1.7451,1,-1
2025-11-27T18:07:23.242823,2.3265,1,-1
2025-11-27T18:07:23.276671,1.7968,1,-1
2025-11-27T18:07:23.309388,2.0075,1,-1
2025-11-27T18:07:23.342559,1.8858,1,-1
2025-11-27T18:07:23.375750,1.8153,1,-1
2025-11-27T18:07:23.409823,1.7161,1,-1
2025-11-27T18:07:23.443132,2.4969,1,-1
2025-11-27T18:07:23.476680,1.9618,1,-1
2025-11-27T18:07:23.509885,1.9013,1,-1
2025-11-27T18:07:23.542547,1.6430,1,-1
2025-11-27T18:07:23.575980,1.8233,1,-1
2025-11-27T18:07:23.610225,2.2273,1,-1
2025-11-27T18:07:23.642382,1.7902,1,-1
2025-11-27T18:07:23.676858,2.6710,1,-1
2025-11-27T18:07:23.708897,1.5675,1,-1
2025-11-27T18:07:23.742453,1.6944,1,-1
2025-11-27T18:07:23.776954,2.7642,1,-1
2025-11-27T18:07:23.809764,2.1885,1,-1
2025-11-27T18:07:23.843053,2.1523,1,-1
2025-11-27T18:07:23.876537,2.3204,1,-1
2025-11-27T18:07:23.909915,2.4394,1,-1
2025-11-27T18:07:23.942417,1.7200,1,-1
2025-11-27T18:07:23.976203,2.1172,1,-1
2025-11-27T18:07:24.009356,1.9070,1,-1
2025-11-27T18:07:24.042592,1.7813,1,-1
2025-11-27T18:07:24.076710,2.3044,1,-1
2025-11-27T18:07:24.109520,1.7936,1,-1
2025-11-27T18:07:24.143402,2.4767,1,-1
2025-11-27T18:07:24.175874,1.6804,1,-1
2025-11-27T18:07:24.209450,1.8761,1,-1
2025-11-27T18:07:24.244055,3.1631,1,-1
2025-11-27T18:07:24.276461,2.3707,1,-1
2025-11-27T18:07:24.310402,2.8494,1,-1
2025-11-27T18:07:24.344238,2.9545,1,-1
2025-11-27T18:07:24.375792,1.5190,1,-1
2025-11-27T18:07:24.410366,2.5466,1,-1
2025-11-27T18:07:24.442546,1.4690,1,-1
2025-11-27T18:07:24.476205,1.5953,1,-1
2025-11-27T18:07:24.509832,2.1847,1,-1
2025-11-27T18:07:24.542948,1.6700,1,-1
2025-11-27T18:07:24.577399,2.8193,1,-1
2025-11-27T18:07:24.610844,2.8478,1,-1
2025-11-27T18:07:24.642619,1.5553,1,-1
2025-11-27T18:07:24.675976,1.5049,1,-1
2025-11-27T18:07:24.709193,1.4778,1,-1
2025-11-27T18:07:24.742504,1.4724,1,-1
2025-11-27T18:07:24.776386,1.9201,1,-1
2025-11-27T18:07:24.809444,1.7102,1,-1
2025-11-27T18:07:24.842820,1.6528,1,-1
2025-11-27T18:07:24.877275,2.6991,1,-1
2025-11-27T18:07:24.910989,3.0005,1,-1
2025-11-27T18:07:24.943070,1.8721,1,-1
2025-11-27T18:07:24.976740,2.1663,1,-1
2025-11-27T18:07:25.009333,1.4670,1,-1
2025-11-27T18:07:25.042765,1.4796,1,-1
2025-11-27T18:07:25.076051,1.4244,1,-1
2025-11-27T18:07:25.110826,2.7521,1,-1
2025-11-27T18:07:25.143268,1.9154,1,-1
2025-11-27T18:07:25.176225,1.5596,1,-1
2025-11-27T18:07:25.211446,2.2728,1,-1
2025-11-27T18:07:25.243789,1.6463,1,-1
2025-11-27T18:07:25.277138,1.7471,1,-1
2025-11-27T18:07:25.310428,1.8106,1,-1
2025-11-27T18:07:25.343101,1.6817,1,-1
2025-11-27T18:07:25.376542,1.7462,1,-1
2025-11-27T18:07:25.410576,2.3791,1,-1
2025-11-27T18:07:25.443480,2.0184,1,-1
2025-11-27T18:07:25.476321,1.5886,1,-1
2025-11-27T18:07:25.509997,1.9171,1,-1
2025-11-27T18:07:25.543022,1.6447,1,-1
2025-11-27T18:07:25.579090,3.6771,1,-1
2025-11-27T18:07:25.609671,1.5546,1,-1
2025-11-27T18:07:25.643970,2.0891,1,-1
2025-11-27T18:07:25.678078,1.9125,1,-1
2025-11-27T18:07:25.710376,2.1358,1,-1
2025-11-27T18:07:25.743977,2.3644,1,-1
2025-11-27T18:07:25.776915,1.9292,1,-1
2025-11-27T18:07:25.810544,2.0536,1,-1
2025-11-27T18:07:25.843807,2.2404,1,-1
2025-11-27T18:07:25.876402,1.4930,1,-1
2025-11-27T18:07:25.909770,1.5042,1,-1
2025-11-27T18:07:25.943464,1.8637,1,-1
2025-11-27T18:07:25.976790,1.7252,1,-1
2025-11-27T18:07:26.009982,1.7296,1,-1
2025-11-27T18:07:26.043242,1.5972,1,-1
2025-11-27T18:07:26.077655,2.6555,1,-1
2025-11-27T18:07:26.109867,1.5411,1,-1
2025-11-27T18:07:26.144079,2.3773,1,-1
2025-11-27T18:07:26.178096,3.0295,1,-1
2025-11-27T18:07:26.210292,1.7602,1,-1
2025-11-27T18:07:26.243336,1.5788,1,-1
2025-11-27T18:07:26.276737,1.7173,1,-1
2025-11-27T18:07:26.311475,3.0536,1,-1
2025-11-27T18:07:26.343765,1.7506,1,-1
2025-11-27T18:07:26.377806,2.4441,1,-1
2025-11-27T18:07:26.411686,2.8609,1,-1
2025-11-27T18:07:26.443193,1.3827,1,-1
2025-11-27T18:07:26.476669,1.4591,1,-1
2025-11-27T18:07:26.510030,1.5314,1,-1
2025-11-27T18:07:26.545111,3.1205,1,-1
2025-11-27T18:07:26.577729,2.4607,1,-1
2025-11-27T18:07:26.610320,1.7307,1,-1
2025-11-27T18:07:26.643708,1.7800,1,-1
2025-11-27T18:07:26.677444,2.1798,1,-1
2025-11-27T18:07:26.710477,1.8679,1,-1
2025-11-27T18:07:26.743654,1.7186,1,-1
2025-11-27T18:07:26.778359,1.6019,1,-1
2025-11-27T18:07:26.810255,1.5527,1,-1
2025-11-27T18:07:26.843433,1.5203,1,-1
2025-11-27T18:07:26.877170,1.6648,1,-1
2025-11-27T18:07:26.910765,1.7038,1,-1
2025-11-27T18:07:26.944485,1.8645,1,-1
2025-11-27T18:07:26.978916,2.8447,1,-1
2025-11-27T18:07:27.010317,1.6749,1,-1
2025-11-27T18:07:27.044329,2.1178,1,-1
2025-11-27T18:07:27.077522,1.8518,1,-1
2025-11-27T18:07:27.110429,1.6082,1,-1
2025-11-27T18:07:27.144408,2.2999,1,-1
2025-11-27T18:07:27.178169,1.6099,1,-1
2025-11-27T18:07:27.210487,1.6951,1,-1
2025-11-27T18:07:27.244530,2.0351,1,-1
2025-11-27T18:07:27.277136,1.6092,1,-1
2025-11-27T18:07:27.311091,2.0639,1,-1
2025-11-27T18:07:27.344054,1.7985,1,-1
2025-11-27T18:07:27.377207,1.6513,1,-1
2025-11-27T18:07:27.410619,1.5978,1,-1
2025-11-27T18:07:27.444129,1.8342,1,-1
2025-11-27T18:07:27.477472,1.9158,1,-1
2025-11-27T18:07:27.510799,1.7910,1,-1
2025-11-27T18:07:27.544541,2.2389,1,-1
2025-11-27T18:07:27.578195,2.1686,1,-1
2025-11-27T18:07:27.611289,1.6864,1,-1
2025-11-27T18:07:27.644821,1.7162,1,-1
2025-11-27T18:07:27.678112,1.7905,1,-1
2025-11-27T18:07:27.712691,2.9792,1,-1
2025-11-27T18:07:27.744957,2.5428,1,-1
2025-11-27T18:07:27.778022,2.2036,1,-1
2025-11-27T18:07:27.811208,2.1330,1,-1
2025-11-27T18:07:27.844356,1.8006,1,-1
2025-11-27T18:07:27.877915,2.1700,1,-1
2025-11-27T18:07:27.910924,1.6195,1,-1
2025-11-27T18:07:27.944268,1.7355,1,-1
2025-11-27T18:07:27.978747,2.8667,1,-1
2025-11-27T18:07:28.011839,2.5701,1,-1
2025-11-27T18:07:28.044100,1.6276,1,-1
2025-11-27T18:07:28.077484,1.6084,1,-1
2025-11-27T18:07:28.111340,2.0757,1,-1
2025-11-27T18:07:28.144542,1.8411,1,-1
2025-11-27T18:07:28.178129,2.1507,1,-1
2025-11-27T18:07:28.244598,1.9518,1,-1
2025-11-27T18:07:28.278394,2.3048,1,-1
2025-11-27T18:07:28.311718,2.2010,1,-1
2025-11-27T18:07:28.344471,1.8358,1,-1
2025-11-27T18:07:28.411176,1.8119,1,-1
2025-11-27T18:07:28.444744,2.0656,1,-1
2025-11-27T18:07:28.477998,1.8406,1,-1
2025-11-27T18:07:28.511075,1.6728,1,-1
2025-11-27T18:07:28.545095,2.4348,1,-1
2025-11-27T18:07:28.578654,2.5379,1,-1
2025-11-27T18:07:28.611652,2.2119,1,-1
2025-11-27T18:07:28.644949,2.1056,1,-1
2025-11-27T18:07:28.677716,1.5332,1,-1
2025-11-27T18:07:28.745218,2.3410,1,-1
2025-11-27T18:07:28.777826,1.5487,1,-1
2025-11-27T18:07:28.811528,1.9979,1,-1
2025-11-27T18:07:28.845077,2.2253,1,-1
2025-11-27T18:07:28.877820,1.6214,1,-1
2025-11-27T18:07:28.945415,2.4578,1,-1
2025-11-27T18:07:28.978096,1.8195,1,-1
2025-11-27T18:07:29.011317,1.7271,1,-1
2025-11-27T18:07:29.045315,2.3360,1,-1
2025-11-27T18:07:29.077798,1.5176,1,-1
2025-11-27T18:07:29.145716,2.7191,1,-1
2025-11-27T18:07:29.178250,1.8000,1,-1
2025-11-27T18:07:29.211947,2.1444,1,-1
2025-11-27T18:07:29.245004,1.8268,1,-1
2025-11-27T18:07:29.278312,1.7752,1,-1
2025-11-27T18:07:29.345456,2.0558,1,-1
2025-11-27T18:07:29.378561,2.0353,1,-1
2025-11-27T18:07:29.411882,2.0154,1,-1
2025-11-27T18:07:29.446241,3.0023,1,-1
2025-11-27T18:07:29.478210,1.6339,1,-1
2025-11-27T18:07:29.545984,2.7426,1,-1
